ADM_CD,TOT_REG_CD,18_density,18_level
11215740,1105055020002,0.011073050714092572,2
11215710,1105053010003,0.011090451405450945,2
11215760,1105057020007,0.011127778400925622,2
11215730,1105054020010,0.0112412268209913,2
11215860,1105061010028,0.011342074104791334,2
11215740,1105055010017,0.01141528084781804,2
11215760,1105057020003,0.011435371187439385,2
11215810,1105063020001,0.011559717312123864,2
11215750,1105056010004,0.011680966571952006,2
11215750,1105056020030,0.01199531155019067,2
11215730,1105054030006,0.012186919149431055,2
11215710,1105053020101,0.012293802557384355,2
11215760,1105057010002,0.01231887157770323,2
11215830,1105065010103,0.01238750928748932,2
11215740,1105055010008,0.012501888777250362,2
11215810,1105063040002,0.012504541838122664,2
11215870,1105062040001,0.012795232614010887,2
11215810,1105063040603,0.012910687850388439,2
11215840,1105066020008,0.013051400837615294,2
11215820,1105064020017,0.013214748120954337,2
11215780,1105059010008,0.01335220731137501,2
11215830,1105065010101,0.013363074664508562,2
11215847,1105067020009,0.013391517133009092,2
11215847,1105067020201,0.013407078966395146,2
11215840,1105066020902,0.013528919043184807,2
11215710,1105053010002,0.013538809621734772,2
11215770,1105058010010,0.013717991721577104,2
11215750,1105056020011,0.013946122982166817,2
11215810,1105063010002,0.014075486596389316,2
11215810,1105063020301,0.014089321875271217,2
11215770,1105058020004,0.014096783260322399,2
11215860,1105061030004,0.01468965249306834,2
11215730,1105054020019,0.014771041461958768,2
11215760,1105057030002,0.01490746807826289,2
11215810,1105063030001,0.014930935978948545,2
11215710,1105053030003,0.014944539152548715,2
11215847,1105067010002,0.014972123786665664,2
11215820,1105064010101,0.015094996680339881,2
11215850,1105060010009,0.015298120597591482,2
11215840,1105066020101,0.01539558502880317,2
11215770,1105058030010,0.01540257644688288,2
11215870,1105062010010,0.015642887088037842,2
11215780,1105059010018,0.015695024928624554,2
11215830,1105065010102,0.015740603630950128,2
11215820,1105064030003,0.015971467920515656,2
11215870,1105062030406,0.0160062988452952,2
11215760,1105057020010,0.01610464306477558,2
11215860,1105061030006,0.016155831920738852,2
11215847,1105067030001,0.016157200604891214,2
11215870,1105062010004,0.016227742642827482,2
11215850,1105060020022,0.016323133774440727,2
11215740,1105055020008,0.016366171986668815,2
11215740,1105055010016,0.01639961840270368,2
11215830,1105065020001,0.016458708793870642,2
11215870,1105062020003,0.016524779467154797,2
11215810,1105063040309,0.01667182654332301,2
11215840,1105066020202,0.016674815274029985,2
11215847,1105067010001,0.016749961799138745,2
11215850,1105060030007,0.01691277110529608,2
11215847,1105067030008,0.01697040758908934,2
11215850,1105060010002,0.017111937917748527,2
11215830,1105065040010,0.017216366317433483,2
11215810,1105063010005,0.017220675256604912,2
11215860,1105061030008,0.01724283820477841,2
11215770,1105058010017,0.017258533089098346,2
11215820,1105064020011,0.0172843574466462,2
11215810,1105063020002,0.01733714805312406,2
11215740,1105055010006,0.017380109710923485,2
11215847,1105067010006,0.017454715524970646,2
11215847,1105067030009,0.017496647176515872,2
11215820,1105064010009,0.017570413249096726,2
11215830,1105065040007,0.01762614219210295,2
11215760,1105057020002,0.017634157318166574,2
11215860,1105061010021,0.017671829908572117,2
11215750,1105056020025,0.01769920855927102,2
11215730,1105054020005,0.017830372959488493,2
11215860,1105061020005,0.017954316918194692,2
11215730,1105054030005,0.01805926194164443,2
11215730,1105054020006,0.018122880825657824,2
11215830,1105065030007,0.018135319261780955,2
11215810,1105063030907,0.018223932484235723,2
11215770,1105058020019,0.018406308568144184,2
11215770,1105058010023,0.018447293323479774,2
11215860,1105061010023,0.0184985470225629,2
11215860,1105061020003,0.018540368570510498,2
11215810,1105063040305,0.018664617898364693,2
11215830,1105065030003,0.018767893977129062,2
11215810,1105063030905,0.018977795829839137,2
11215870,1105062030508,0.019079163044430938,2
11215820,1105064020002,0.019193294132934798,2
11215860,1105061010011,0.01921331499157799,2
11215770,1105058010012,0.019213324967916612,2
11215830,1105065020004,0.01931542816862008,2
11215830,1105065030006,0.019408358158792344,2
11215830,1105065030002,0.01959444957595541,2
11215750,1105056010010,0.019797641307200898,2
11215770,1105058030011,0.019896381300663478,2
11215810,1105063040502,0.01996817019390136,2
11215847,1105067030401,0.020157619826669828,2
11215710,1105053020018,0.02017628001596933,2
11215850,1105060010005,0.020262946760991128,2
11215740,1105055010018,0.02030118726595994,2
11215860,1105061010019,0.020517830812038427,2
11215750,1105056010003,0.02063420215981397,2
11215870,1105062030002,0.020726155871763435,2
11215710,1105053010013,0.02083083392579111,2
11215860,1105061010017,0.020862776937496573,2
11215847,1105067030601,0.020947479664725138,2
11215740,1105055010004,0.0210326878195403,2
11215770,1105058010005,0.021217400926636168,2
11215740,1105055010013,0.021221403724886807,2
11215780,1105059010007,0.021290253346234127,2
11215810,1105063040307,0.021353020436888817,2
11215740,1105055020003,0.02137713917213304,2
11215840,1105066021501,0.021408785734248734,2
11215780,1105059010013,0.021436528583555887,2
11215810,1105063020701,0.02160295308294475,3
11215770,1105058020001,0.021669193293692327,3
11215810,1105063010003,0.02189650380101969,3
11215750,1105056020009,0.022031581982995686,3
11215730,1105054030007,0.02222560629012116,3
11215870,1105062010003,0.022255191212242904,3
11215840,1105066010006,0.02243864858045537,3
11215760,1105057020009,0.022582530913594044,3
11215710,1105053020016,0.022590184882428792,3
11215730,1105054020022,0.022734847730273143,3
11215870,1105062010002,0.02281590050389468,3
11215750,1105056020027,0.0228398917060569,3
11215730,1105054020007,0.022860504038734263,3
11215847,1105067030005,0.022892233197694536,3
11215810,1105063040701,0.023102756745526216,3
11215770,1105058010022,0.02320356528156434,3
11215840,1105066010101,0.023219105193252557,3
11215870,1105062020005,0.023274552579326438,3
11215810,1105063020004,0.023578370863817973,3
11215750,1105056020015,0.023672656862860082,3
11215760,1105057020005,0.023716692090702346,3
11215750,1105056020006,0.02376693063707054,3
11215840,1105066010007,0.023912399535287003,3
11215850,1105060020013,0.02391309229414743,3
11215870,1105062020004,0.023997401947247785,3
11215740,1105055020005,0.024016719713798592,3
11215860,1105061030005,0.024066117950601266,3
11215850,1105060020005,0.024146921300579556,3
11215750,1105056020019,0.024153815783038268,3
11215830,1105065020006,0.024209885028230054,3
11215840,1105066021101,0.024369765425853847,3
11215770,1105058020018,0.024426836668582547,3
11215860,1105061030007,0.024606107176236364,3
11215850,1105060020008,0.02471392634992176,3
11215870,1105062010012,0.024778309522390626,3
11215730,1105054020021,0.02491649758827464,3
11215820,1105064020023,0.024959581624914007,3
11215820,1105064020016,0.025014915967016858,3
11215847,1105067020011,0.025144976607856508,3
11215760,1105057010009,0.025302424552217394,3
11215730,1105054020020,0.025338126013571827,3
11215847,1105067020010,0.025397790441414603,3
11215730,1105054030011,0.02582610902379605,3
11215770,1105058020016,0.02585453154846963,3
11215730,1105054020025,0.025884449600663238,3
11215750,1105056020016,0.025901699523319124,3
11215730,1105054030003,0.025912245486414277,3
11215740,1105055010014,0.02592298083640042,3
11215830,1105065020002,0.025987987171990894,3
11215840,1105066020005,0.025997338624808228,3
11215870,1105062010006,0.02608681079235456,3
11215740,1105055020011,0.026122919345064277,3
11215820,1105064030008,0.026161963737916117,3
11215847,1105067020004,0.026327895383507334,3
11215850,1105060020004,0.02659610679972982,3
11215840,1105066010002,0.026740116310842766,3
11215730,1105054020016,0.02696172254353406,3
11215850,1105060020301,0.027063254304918568,3
11215810,1105063030903,0.027263729078152433,3
11215810,1105063040004,0.02726378595838495,3
11215750,1105056010002,0.02732677667144709,3
11215847,1105067030013,0.027680580460237577,3
11215740,1105055010001,0.02768850198996442,3
11215780,1105059010016,0.027862056348713447,3
11215710,1105053020002,0.027866785825180363,3
11215750,1105056020020,0.027930943339015454,3
11215750,1105056020024,0.028277043255320353,3
11215870,1105062010009,0.028297626431467753,3
11215830,1105065010002,0.02833772425952028,3
11215830,1105065030011,0.02869261819002642,3
11215830,1105065040004,0.02885866083856283,3
11215830,1105065030302,0.028940415988639247,3
11215870,1105062010001,0.028977593956464,3
11215860,1105061010005,0.02909633880517119,3
11215770,1105058030008,0.029302004742947106,3
11215870,1105062010007,0.029326765290881265,3
11215870,1105062020101,0.029455706812826842,3
11215770,1105058010021,0.029458203505183866,3
11215740,1105055020006,0.029689352530242234,3
11215710,1105053010001,0.029822472729762114,3
11215770,1105058030005,0.029931847362833806,3
11215870,1105062030506,0.03012905796195402,3
11215730,1105054030010,0.030129321154383416,3
11215820,1105064020015,0.03034763223514742,3
11215730,1105054020011,0.030465523581615445,3
11215850,1105060020002,0.030489989186056828,3
11215850,1105060030001,0.030503188006949008,3
11215870,1105062010013,0.030611810679927437,3
11215810,1105063030302,0.03100968543417908,3
11215820,1105064020010,0.0311240047120572,3
11215870,1105062040101,0.03156357158700408,3
11215840,1105066021201,0.03158338320307747,3
11215730,1105054010002,0.031679266649542924,3
11215850,1105060020023,0.031745945057734516,3
11215830,1105065030009,0.031804911281218415,3
11215750,1105056020002,0.031848444917362266,3
11215750,1105056020005,0.032000271975419534,3
11215830,1105065030001,0.03208545507790364,3
11215830,1105065030012,0.03209198975179901,3
11215850,1105060030002,0.032119545083604685,3
11215850,1105060020009,0.03212454899130146,3
11215760,1105057010007,0.03212564597611696,3
11215760,1105057010015,0.03215246469729754,3
11215870,1105062030409,0.03229553488963952,3
11215810,1105063040604,0.03282243431347864,3
11215780,1105059010006,0.032970041041271096,3
11215810,1105063030801,0.03301123228626758,3
11215830,1105065040003,0.03322856561843557,3
11215850,1105060020019,0.03323828314337908,3
11215820,1105064030009,0.03324235291178316,3
11215830,1105065040009,0.033263958579708736,3
11215850,1105060020006,0.033281358245260115,3
11215840,1105066020009,0.03337028604566922,3
11215770,1105058030001,0.03367167621739241,3
11215820,1105064010005,0.03370899145899014,3
11215860,1105061010009,0.03380947960141472,3
11215810,1105063040501,0.03395740150581301,3
11215870,1105062010015,0.03400941344889758,3
11215750,1105056020018,0.034154223919079546,3
11215840,1105066010701,0.03453243704320641,3
11215830,1105065040008,0.03479775278839237,3
11215710,1105053010016,0.03482550977688084,3
11215870,1105062040201,0.03485869549267543,3
11215740,1105055010007,0.03518157118785974,3
11215870,1105062020001,0.0352497533732302,3
11215810,1105063030904,0.035339605687261855,3
11215850,1105060020007,0.03558377556631339,3
11215740,1105055010012,0.03561410764980393,3
11215820,1105064020008,0.03569993663183674,3
11215750,1105056020023,0.03582343904663002,3
11215710,1105053020015,0.03583789172187159,3
11215820,1105064010004,0.035972191565536465,3
11215850,1105060010001,0.035985228509410244,4
11215730,1105054030008,0.035997050634354204,4
11215750,1105056010006,0.03632496965482119,4
11215810,1105063040302,0.03633548348153221,4
11215820,1105064020009,0.03653602829229181,4
11215850,1105060020012,0.036589114974797554,4
11215810,1105063040303,0.03667344018869841,4
11215870,1105062040202,0.0367872394019751,4
11215740,1105055010009,0.0368629156269935,4
11215810,1105063030501,0.036892437196741484,4
11215770,1105058020006,0.03702192380470823,4
11215750,1105056020017,0.03707231024409502,4
11215820,1105064020005,0.03716145880852356,4
11215710,1105053020012,0.03733822670111456,4
11215810,1105063030303,0.037656871167077395,4
11215740,1105055010010,0.037851490331452645,4
11215870,1105062030503,0.03791532979156823,4
11215710,1105053010008,0.03796068467335726,4
11215870,1105062030401,0.03798715317568609,4
11215870,1105062030403,0.038050582512361,4
11215830,1105065020003,0.03811143197286622,4
11215870,1105062020006,0.03816743725499596,4
11215810,1105063030402,0.03816825019984293,4
11215847,1105067020001,0.0382677320803847,4
11215847,1105067020005,0.03837194919571041,4
11215710,1105053020007,0.03849749612468204,4
11215840,1105066021702,0.038825035645820814,4
11215770,1105058030009,0.03885364285381112,4
11215760,1105057030003,0.03894061117516747,4
11215850,1105060020003,0.03897724361534933,4
11215810,1105063030906,0.03909164312769754,4
11215770,1105058020002,0.03925742335406996,4
11215850,1105060020001,0.03927837720502179,4
11215710,1105053020001,0.039399755958146127,4
11215770,1105058020007,0.03960921258279987,4
11215840,1105066010703,0.040112833443384684,4
11215780,1105059010015,0.04020506577573605,4
11215730,1105054030001,0.04022063004534388,4
11215810,1105063040401,0.04024873941967295,4
11215750,1105056020003,0.04025527552826037,4
11215760,1105057010010,0.040273782068169596,4
11215750,1105056020012,0.04029852485380748,4
11215750,1105056020021,0.04041216325791407,4
11215760,1105057010011,0.040469725133955636,4
11215750,1105056020001,0.04048711575117396,4
11215820,1105064010007,0.040728502760666,4
11215810,1105063010006,0.04079809100344417,4
11215860,1105061010026,0.0408344552294822,4
11215820,1105064020018,0.04088255919387431,4
11215847,1105067020002,0.040902819024935456,4
11215760,1105057030001,0.041073528654279275,4
11215810,1105063030902,0.04115038259975535,4
11215710,1105053010006,0.04144734614093391,4
11215820,1105064030007,0.04201855713802467,4
11215770,1105058010007,0.0423005147187896,4
11215847,1105067030010,0.04231646304399376,4
11215760,1105057010012,0.04256916385748396,4
11215840,1105066011201,0.04272665069515359,4
11215760,1105057020001,0.04273635125460043,4
11215870,1105062030003,0.0428099305407246,4
11215840,1105066020004,0.042815190162117316,4
11215710,1105053020004,0.042821109026982315,4
11215770,1105058010001,0.043126111577129415,4
11215750,1105056010005,0.04315461272458699,4
11215750,1105056020026,0.04381333171370155,4
11215820,1105064030002,0.043839484749346395,4
11215820,1105064010002,0.04389752154989726,4
11215870,1105062030402,0.04402900024376082,4
11215840,1105066020010,0.04409119869545292,4
11215710,1105053010010,0.04413230822013994,4
11215760,1105057010013,0.04426996318772961,4
11215770,1105058010009,0.04454109237184397,4
11215820,1105064030011,0.04457800114157961,4
11215830,1105065010008,0.04469868715604031,4
11215830,1105065030010,0.04470815868417044,4
11215840,1105066020003,0.04500854553438194,4
11215760,1105057010001,0.04509626515628294,4
11215810,1105063010004,0.04524225018794844,4
11215840,1105066010704,0.04527338664586265,4
11215780,1105059010005,0.04533870011510777,4
11215730,1105054030002,0.045359893221011964,4
11215847,1105067010004,0.04540385069034002,4
11215740,1105055010005,0.04581977514362612,4
11215760,1105057010003,0.04583303370395711,4
11215710,1105053010015,0.045923459100208466,4
11215750,1105056020032,0.04607251255534328,4
11215770,1105058010020,0.04613909106074469,4
11215810,1105063030401,0.04636176070855476,4
11215710,1105053020014,0.046404722156210255,4
11215730,1105054020015,0.046536307099044535,4
11215850,1105060020020,0.046586726582159024,4
11215770,1105058020015,0.04667166428508153,4
11215760,1105057010008,0.04668516507023545,4
11215810,1105063030901,0.0469780184848419,4
11215760,1105057010005,0.04720164108252246,4
11215830,1105065040001,0.04793896995279789,4
11215850,1105060010006,0.04805057332726885,4
11215860,1105061010015,0.04810715610251139,4
11215870,1105062010014,0.04819173673108939,4
11215810,1105063040708,0.04853299530459021,4
11215810,1105063030203,0.0485418253304049,4
11215870,1105062030201,0.048645084526075875,4
11215870,1105062030302,0.04890913296105151,4
11215820,1105064030004,0.049008176708119945,4
11215770,1105058020003,0.04910904919247369,4
11215710,1105053020011,0.049163181190857816,4
11215760,1105057020006,0.049340303092913776,4
11215830,1105065020501,0.04942908385467386,4
11215840,1105066010702,0.049553112738283084,4
11215770,1105058020013,0.049612108047412874,4
11215710,1105053010012,0.049644262700273535,4
11215820,1105064010008,0.04997683291755308,4
11215750,1105056020007,0.05017271580580052,4
11215850,1105060020018,0.05034361454971914,4
11215820,1105064020001,0.050403846160802325,4
11215750,1105056020031,0.05048748458426247,4
11215860,1105061030009,0.050529019461334986,4
11215820,1105064020022,0.050965373667910756,4
11215820,1105064020014,0.050992432526574795,4
11215830,1105065040005,0.05110147566494074,4
11215730,1105054020013,0.051410629885929995,4
11215730,1105054020014,0.05176894322358379,4
11215830,1105065040006,0.051769921989424046,4
11215740,1105055020007,0.05204197328527844,4
11215850,1105060030008,0.05231243318232131,4
11215730,1105054020017,0.05276792987717315,4
11215850,1105060030004,0.05308215252501159,4
11215780,1105059010004,0.05319016808483574,4
11215820,1105064030001,0.053340152949212336,4
11215820,1105064010001,0.05364014601243745,4
11215770,1105058020011,0.054674804470223055,4
11215820,1105064020006,0.054687551246846676,4
11215840,1105066010008,0.05518594562766127,5
11215810,1105063040703,0.05524047171883905,5
11215830,1105065020005,0.05569617866438428,5
11215820,1105064020019,0.05588132582168777,5
11215770,1105058030002,0.05612110137817815,5
11215750,1105056020029,0.05618877687222081,5
11215710,1105053020009,0.05656147623743838,5
11215820,1105064020020,0.056902343947813044,5
11215870,1105062030301,0.05741793977823537,5
11215860,1105061010016,0.057567353902673445,5
11215780,1105059010017,0.05781089197356383,5
11215847,1105067030012,0.05805324770375542,5
11215760,1105057020008,0.058077747561552054,5
11215870,1105062010016,0.0580919291603199,5
11215850,1105060020010,0.058209888757144605,5
11215710,1105053030002,0.05834812906607499,5
11215840,1105066010604,0.05840439047003813,5
11215820,1105064030010,0.05862383689989798,5
11215870,1105062020002,0.058693336891805135,5
11215820,1105064020013,0.05880273986115067,5
11215770,1105058010014,0.05891387310718768,5
11215820,1105064010006,0.05899090289157106,5
11215770,1105058010019,0.060220843187671735,5
11215860,1105061010007,0.0602261459038186,5
11215810,1105063040706,0.06025783543540928,5
11215810,1105063040304,0.06037848037017871,5
11215760,1105057010014,0.06038616193635032,5
11215760,1105057010016,0.0608140956176583,5
11215710,1105053010017,0.061356963002319465,5
11215847,1105067020007,0.06155312444338247,5
11215860,1105061020007,0.06158538012390775,5
11215830,1105065010005,0.06163004023140246,5
11215710,1105053020019,0.061762612417322706,5
11215860,1105061020006,0.06219380948102827,5
11215780,1105059010012,0.06255739610576125,5
11215770,1105058020008,0.06260037226404452,5
11215780,1105059010019,0.06261364103089788,5
11215840,1105066020001,0.06270633981822546,5
11215850,1105060020016,0.06301668051889281,5
11215750,1105056020028,0.06310993724662185,5
11215870,1105062010008,0.06317977650142322,5
11215860,1105061030001,0.06368437742052832,5
11215860,1105061020004,0.06369844502311384,5
11215850,1105060020014,0.06380565424060303,5
11215710,1105053020008,0.06411156262876276,5
11215830,1105065020202,0.0641716965401836,5
11215750,1105056010007,0.06422200213939054,5
11215850,1105060030006,0.06425576363763526,5
11215760,1105057010006,0.06442065296347971,5
11215840,1105066010001,0.06485891255468415,5
11215770,1105058020010,0.06519665511713756,5
11215710,1105053030001,0.06586371850364826,5
11215770,1105058030003,0.06628746258174012,5
11215750,1105056010009,0.0667534137880546,5
11215820,1105064020012,0.06705414439736276,5
11215710,1105053010011,0.06707684363246907,5
11215770,1105058020005,0.06722499557424828,5
11215770,1105058010006,0.0673267321966515,5
11215847,1105067010005,0.06736911410297465,5
11215870,1105062030601,0.06756995684668175,5
11215740,1105055010002,0.06786986516886469,5
11215850,1105060020021,0.0683168200787607,5
11215847,1105067030014,0.06882948207725567,5
11215810,1105063040203,0.06887051199897944,5
11215810,1105063040705,0.07032694274662935,5
11215730,1105054020101,0.07037216580014524,5
11215870,1105062010017,0.07053287971635676,5
11215710,1105053020003,0.07083390038129306,5
11215870,1105062040301,0.07091585558670178,5
11215710,1105053030004,0.07132973790094496,5
11215870,1105062030404,0.07163556946913278,5
11215710,1105053020013,0.0716564735604701,5
11215860,1105061020001,0.07285408298430689,5
11215870,1105062030405,0.07342606135670324,5
11215730,1105054030012,0.07438530972698168,5
11215840,1105066010005,0.07450331721060391,5
11215710,1105053010009,0.07450362057361305,5
11215820,1105064020003,0.0749317671382173,5
11215860,1105061010004,0.07553175293794821,5
11215730,1105054020018,0.07556502983360738,5
11215820,1105064030006,0.07561545746295181,5
11215710,1105053010007,0.07609817635279677,5
11215860,1105061010027,0.0773769195422944,5
11215870,1105062030101,0.07763039852547114,5
11215770,1105058030012,0.07821153861436107,5
11215710,1105053010014,0.07888681862403664,5
11215840,1105066011001,0.07939953668963713,5
11215810,1105063040702,0.08101810941775499,5
11215810,1105063030301,0.08159543917060219,5
11215840,1105066011002,0.08230430763602131,5
11215810,1105063040601,0.08247343049266498,5
11215840,1105066020301,0.0841856615916813,5
11215770,1105058010015,0.08542727626424149,5
11215730,1105054010001,0.0860127674329609,5
11215810,1105063040707,0.08613865733155184,5
11215860,1105061030010,0.08635303785181637,5
11215810,1105063040201,0.08707100185126636,5
11215840,1105066020601,0.09044023024339065,5
11215840,1105066020002,0.09060535869634519,5
11215810,1105063040602,0.09295015021240095,5
11215820,1105064030005,0.09311228616889572,5
11215847,1105067010003,0.09402759712759111,5
11215840,1105066011003,0.09817805755307252,5
11215810,1105063040704,0.098887873786566,5
11215850,1105060010004,0.09998772098658502,5
11215710,1105053010004,0.10097022290586116,5
11215870,1105062010005,0.10123985271965273,5
11215847,1105067030302,0.10231361688484439,5
11215810,1105063030101,0.10315183152029474,5
11215710,1105053010005,0.10625577044061182,5
11215730,1105054030009,0.10838975279899753,5
11215847,1105067030301,0.108430604695825,5
11215850,1105060020017,0.11061641695644954,5
11215740,1105055020004,0.11115651271676258,5
11215820,1105064020004,0.11259893262664747,5
11215820,1105064020007,0.11582307216598306,5
11215710,1105053020005,0.11928072064701814,5
11215710,1105053020020,0.12243077015660274,5
11215710,1105053020006,0.12322821663943002,5
11215840,1105066020011,0.12436105906575029,5
11215710,1105053020017,0.12437602404008455,5
11215770,1105058030004,0.12439776584191937,5
11215850,1105060020015,0.12627094482356074,5
11215810,1105063030701,0.12817080173037898,5
11215847,1105067030006,0.13046498143014945,5
11215847,1105067030101,0.138821931339925,5
11215840,1105066021002,0.13912689077460944,5
11215847,1105067030201,0.1417837848481707,5
11215750,1105056020010,0.14397905565279795,5
11215810,1105063040202,0.1548723529715778,5
11215840,1105066021001,0.1732193456148965,5
11215850,1105060020011,0.1902420648702815,5
